ระดับ,ชั้น,ภาคเรียนที่,รหัสวิชา,ชื่อวิชา,Code(English),Titles(English),หน่วยกิต,ประเภทวิชา,กลุ่มสาระ
มัธยมปลาย,ม.5,1,อ32213,ภาษาอังกฤษเพื่อนวัตกร 3,EN32213,English for Innoventer,0.5,2,8
มัธยมปลาย,ม.5,2,อ32215,อังกฤษเพื่อนำไปใช้,EN32215,British to apply,1,2,8
มัธยมปลาย,ม.5,2,อ32221,การเขียนเชิงสร้างสรรค์ 2,EN32221,Creative writing 2,1,2,8
มัธยมปลาย,ม.5,2,อ32222,ภาษาอังกฤษฟัง-พูด 4,EN32222,English for Technology : Listening & Speaking,1,2,8
มัธยมปลาย,ม.5,1,อ32223,การฟัง 1,EN32223,Listening 1,1,2,8
มัธยมปลาย,ม.5,2,อ32224,การฟัง 2,EN32224,Listening 2,1,2,8
มัธยมปลาย,ม.5,1,อ32231,ภาษาอังกฤษอ่าน-เขียน 3,EN32231,English Reading & Writing Skill 3,1,2,8
มัธยมปลาย,ม.5,2,อ32232,ภาษาอังกฤษอ่าน-เขียน 4,EN32232,English Reading & Writing Skill 4,1,2,8
มัธยมปลาย,ม.5,1,อ32233,การอ่านภาษาอังกฤษอย่างมีวิจารณญาณ1,EN32233,Critical English Reading 1,1,2,8
มัธยมปลาย,ม.5,2,อ32234,การอ่านภาษาอังกฤษอย่างมีวิจารณญาณ 2,EN32243,Critical English Reading 2,1,2,8
มัธยมปลาย,ม.5,1,อ32243,การเขียนเรียงความภาษาอังกฤษ 1,EN32243,English essay writing 1,1,2,8
มัธยมปลาย,ม.5,2,อ32244,การเขียนเรียงความภาษาอังกฤษ 2,EN32244,English essay writing 2,1,2,8
มัธยมปลาย,ม.5,1,อ32251,พัฒนาคำศัพท์ภาษาอังกฤษ 3,EN32251,Vocabulary Enrichment 3,0.5,2,8
มัธยมปลาย,ม.4,2,อ32262,ไวยากรณ์ภาษาอังกฤษ,EN32262,English grammar,1,2,8
มัธยมปลาย,ม.ปลาย,1,อ32263,ภาษาศาสตร์เบื้องต้น 1,EN32263,Introduction to Linguistics 1,1,2,8
มัธยมปลาย,ม.4,2,อ32264,ภาษาศาสตร์เบื้องต้น,EN32264,Introduction to linguistics,1,2,8
มัธยมปลาย,ม.ปลาย,0,อ32267,การพัฒนาทักษะการอ่าน 1,EN32267,Developmental Reading 1,1,2,8
มัธยมปลาย,ม.5,0,อ32278,ภาษาอังกฤษการเขียนเพื่อการสอบวัดระดับ,EN32278,Writing English for Standadized Tests,1,2,8
มัธยมปลาย,ม.4,2,อ32284,การพัฒนาทักษะการอ่าน 2,EN32284,Reading skills development 2,1,2,8
มัธยมปลาย,ม.6,1,อ33101,ภาษาอังกฤษ 5,EN33101,English 5,1,1,8
มัธยมปลาย,ม.6,2,อ33102,ภาษาอังกฤษ 6,EN33102,English 6,1,1,8
มัธยมปลาย,ม.6,1,อ33103,ภาษาอังกฤษ,EN33103,English,1.5,1,8
มัธยมปลาย,ม.6,2,อ33104,ภาษาอังกฤษ,EN33104,English,1.5,1,8
มัธยมปลาย,ม.6,1,อ33201,ภาษาอังกฤษเพื่อวิทยาการ 5,EN33201,English for Science 5,1,2,8
มัธยมปลาย,ม.6,2,อ33202,ภาษาอังกฤษเพื่อวิทยาการ 6,EN33202,English for Science 6,1,2,8
มัธยมปลาย,ม.6,1,อ33203,การเขียนภาษาอังกฤษ 5,EN33203,English writing 5,1,2,8
มัธยมปลาย,ม.6,1,อ33205,ภาษาอังกฤษในชีวิตประจำวัน 5,EN33205,English in Everyday Life 5,0.5,2,8
มัธยมปลาย,ม.6,2,อ33206,ภาษาอังกฤษในชีวิตประจำวัน 6,EN33206,English in Everyday Life 6,0.5,2,8
มัธยมปลาย,ม.6,0,อ33207,ความถนัดทางภาษาอังกฤษ 3,EN33207,English Aptitude 3,0.5,2,8
มัธยมปลาย,ม.6,2,อ33208,ความถนัดทางภาษาอังกฤษ 4,EN33208,English Aptitude 4,0.5,2,8
มัธยมปลาย,ม.6,1,อ33211,ภาษาอังกฤษรอบรู้,EN33211,English Aware,1,2,8
มัธยมปลาย,ม.6,2,อ33212,ภาษาอังกฤษรอบรู้,EN33212,English Aware,1,2,8
มัธยมปลาย,ม.6,1,อ33213,อังกฤษเพื่อการศึกษาต่อ,EN33213,English for further education,1,2,8
มัธยมปลาย,ม.6,2,อ33214,อังกฤษเพื่อวัดความรู้,EN33214,English to measure knowledge,1,2,8
มัธยมปลาย,ม.6,1,อ33215,การเขียนเบื้องต้น,EN33215,Introductory writing,1,2,8
มัธยมปลาย,ม.6,1,อ33216,ภาษาอังกฤษเพื่ออาชีพ,EN33216,English for career,1,2,8
มัธยมปลาย,ม.6,1,อ33221,ภาษาอังกฤษฟัง-พูด 5,EN33221,English for Career : Listening & Speaking 1,1,2,8
มัธยมปลาย,ม.6,2,อ33222,ภาษาอังกฤษฟัง-พูด 6,EN33222,English for Career : Listening & Speaking 2,1,2,8
มัธยมปลาย,ม.6,1,อ33225,การนำเสนอผลงานเป็นภาษาอังกฤษด้วยวาจา 1,EN33225,Verbal presentations in English 1,1,2,8
มัธยมปลาย,ม.6,2,อ33226,การนำเสนอผลงานเป็นภาษาอังกฤษด้วยวาจา 2,EN33226,Verbal presentations in English 2,1,2,8
มัธยมปลาย,ม.6,1,อ33231,ภาษาอังกฤษอ่าน-เขียน 5,EN33231,English Reading & Writing Skill 5,1,2,8
มัธยมปลาย,ม.6,2,อ33232,ภาษาอังกฤษอ่าน-เขียน 6,EN33232,English Reading & Writing Skill 6,1,2,8
มัธยมปลาย,ม.6,1,อ33235,ภาษาอังกฤษอ่านจับใจความ,EN33235,English reading comprehension,1,2,8
มัธยมปลาย,ม.6,2,อ33236,ภาษาอังกฤษอ่านจับใจความ 2,EN33236,English reading comprehension 2,1,2,8
มัธยมปลาย,ม.6,1,อ33245,อังกฤษการเขียนเชิงวิชาการ,EN33245,English Academic Writing,1,2,8
มัธยมปลาย,ม.6,2,อ33246,ภาษาอังกฤษการเขียนเชิงวิชาการ2,EN33246,English Academic Writing 2,1,2,8
มัธยมปลาย,ม.6,1,อ33251,พัฒนาคำศัพท์ภาษาอังกฤษ 5,EN33251,Vocabulary Enrichment 5,0.5,2,8
มัธยมปลาย,ม.6,2,อ33252,พัฒนาคำศัพท์ภาษาอังกฤษ 6,EN33252,Vocabulary Enrichment 6,0.5,2,8
มัธยมปลาย,ม.6,1,อ33254,ภาษาอังกฤษเพื่อวิทยาการ 5,EN33254,English for Science 5,1,2,8
มัธยมปลาย,ม.6,2,อ33255,ภาษาอังกฤษเพื่อวิทยาการ 6,EN33255,English for Science 6,1,2,8
มัธยมปลาย,ม.6,1,อ33256,การอ่านเชิงวิเคราะห์,EN33256,Analytical Reading,1.5,2,8
มัธยมปลาย,ม.6,1,อ33257,ภาษาอังกฤษเพื่อการสื่อสาร,EN33257,English for communication,1,2,8
มัธยมปลาย,ม.6,0,อ33282,ภาษาอังกฤษการสอบมาตรฐาน,EN33282,English Standardized Test,1,3,8
มัธยมปลาย,ม.6,0,อ33283,ภาษาอังกฤษในสื่อบันเทิง,EN33283,Edutainment English,1,3,8
